15 6536 21939
2 1592 0.134817 0.207341
3 1592 0.102482 0.219269
2 1593 0.183416 0.145118
3 1593 0.149692 0.158295
2 1594 0.177179 0.195975
3 1594 0.145877 0.209712
2 1595 0.19426 0.148046
3 1595 0.160948 0.161981
2 1596 0.0641188 0.161683
3 1596 0.0017239 0.172085
2 1597 0.134479 0.207313
3 1597 0.101455 0.21949
2 1598 0.131342 0.26971
3 1598 0.104002 0.281
2 1599 0.0719103 0.142138
3 1599 0.0135758 0.154147
2 1600 0.168493 0.204011
3 1600 0.135042 0.21735
2 1219 -0.073271 0.203327
2 1238 0.146938 0.242472
2 1601 0.0426814 0.255336
3 1601 0.0124976 0.265248
3 1041 0.429118 -0.282983
2 1602 0.113871 0.199464
3 1602 0.0796446 0.212315
2 1603 -0.20245 0.0716866
3 1603 -0.249997 0.0813271
2 1499 0.162806 0.0332595
3 1094 0.264007 -0.00159138
2 1604 0.118323 0.198243
3 1604 0.0828848 0.211686
2 1605 0.0798595 0.276202
3 1605 0.0503344 0.287967
2 1213 0.163468 0.0339042
2 1606 0.121747 0.147505
3 1606 0.0550883 0.160582
2 1607 0.510424 -0.231519
3 1607 0.407572 -0.207732
3 1080 0.118112 0.280567
2 1608 0.125111 0.256
3 1608 0.0940218 0.267146
2 1604 0.117097 0.199246
2 1609 0.229999 0.0810604
3 1609 0.19204 0.0970768
2 1608 0.116264 0.255976
2 1576 0.0813679 0.290044
2 1610 0.124229 0.100873
3 1610 0.0855209 0.113915
2 1611 0.190519 0.137427
3 1611 0.154303 0.151742
2 1612 0.10561 0.209707
3 1612 0.0716601 0.221737
2 1613 0.179144 0.194785
3 1613 0.148113 0.208051
2 1080 0.145664 0.268749
2 1614 0.189722 0.0432944
3 1614 -0.0193233 0.0591184
3 520 0.152971 -0.0138189
2 1615 0.361772 -0.0716378
3 1615 0.334524 -0.0541604
3 539 -0.314331 0.183766
2 1616 0.103311 -0.278113
3 1616 0.0888111 -0.261767
2 1617 0.158049 0.248637
3 1617 0.129475 0.261787
2 1618 0.0915117 0.218876
3 1618 0.0586463 0.23003
2 1619 0.128055 0.20923
3 1619 0.0908071 0.222064
3 1055 0.0987867 0.318462
2 1620 0.0887195 0.307555
3 1620 0.0615211 0.31956
2 1621 -0.0987165 0.0713202
3 1621 -0.122127 0.0815839
2 1622 0.0934467 0.195581
3 1622 0.0566631 0.206432
2 1623 -0.116367 -0.06732
3 1623 -0.134993 -0.0541005
2 1624 0.0904394 0.219027
3 1624 -0.00747353 0.227956
3 1069 0.276506 -0.0184241
2 1625 0.460918 -0.220547
3 1625 0.392023 -0.200647
2 1626 0.0752751 0.315601
3 1626 0.050381 0.3259
2 1627 0.0117307 0.00348804
3 1627 -0.0241672 0.0174653
2 1628 -0.156908 0.0618448
3 1628 -0.204943 0.0721945
3 1097 0.147856 0.0286398
2 1241 0.170528 -0.280142
2 1629 0.315219 -0.238972
3 1629 -0.184485 -0.189815
2 1630 0.094298 0.218843
3 1630 0.0612359 0.230857
2 1631 0.273254 0.00810625
3 1631 0.243997 0.0238196
2 1632 0.54066 -0.227888
3 1632 0.434162 -0.204584
2 1633 0.289099 0.0223108
3 1633 0.259528 0.038016
2 1634 -0.193223 0.0712651
3 1634 -0.241227 0.0814393
2 1635 0.0645678 0.322918
3 1635 0.038555 0.332869
2 1636 0.11996 0.056438
3 1636 0.08316 0.069945
2 1637 -0.145994 0.0616885
3 1637 -0.194057 0.0725911
2 1638 -0.0565372 0.0102862
3 1638 -0.0997267 0.0234812
2 1639 0.103628 0.224599
3 1639 0.0781296 0.236368
3 1053 0.12585 -0.00251933
2 1640 0.30164 0.0254026
3 1640 0.315725 0.0405313
3 1103 -0.042199 0.00376856
3 1129 0.419694 -0.273804
2 1641 0.0561993 -0.119533
3 1641 0.0310989 -0.104592
2 1642 0.272288 0.0364912
3 1642 0.242256 0.0524061
2 1643 0.118929 0.311943
3 1643 0.093462 0.323191
2 1644 0.173445 0.186539
3 1644 0.139224 0.200818
2 1645 0.051102 -0.111689
3 1645 0.0316845 -0.0975992
2 1646 0.554551 0.0198875
3 1646 0.427947 0.0394794
3 187 0.106717 0.174607
2 1647 0.118098 -0.267143
3 1647 0.102719 -0.250695
3 322 0.282106 0.193984
2 1648 -0.131135 -0.00430631
3 1648 -0.154209 0.00753388
3 611 -0.0824339 -0.0400722
2 1649 0.0896666 0.111383
3 1649 0.0503737 0.124085
2 1650 0.435168 -0.278987
3 1650 0.401105 -0.259577
2 1651 0.494947 -0.381642
3 1651 0.46164 -0.363361
3 1063 -0.265551 -0.302875
3 405 0.314212 0.208793
2 1652 0.301792 0.158888
3 1652 0.251966 0.173925
2 1653 0.0606715 0.168248
3 1653 -0.00422779 0.178615
2 1654 0.120952 0.0330286
3 1654 0.0985964 0.0473586
2 1655 0.160981 0.126498
3 1655 0.120669 0.139309
3 1087 0.107567 0.0525133
2 1656 -0.227565 0.126608
3 1656 -0.279207 0.132902
3 1065 0.0831911 0.140993
2 1657 0.16149 0.279663
3 1657 0.137006 0.292638
2 1658 0.118837 0.132773
3 1658 0.0816261 0.145163
2 1659 0.129784 0.0330146
3 1659 0.102491 0.047521
2 1243 -0.251895 0.13244
2 1660 0.384165 0.0178393
3 1660 0.464618 0.0335944
2 1661 0.201772 0.126642
3 1661 0.165962 0.141758
2 1662 -0.275729 0.201517
3 1662 -0.330768 0.206051
2 1663 -0.301285 0.0758093
3 1663 -0.350403 0.0829887
2 1664 0.0951408 0.235205
3 1664 0.0671423 0.248233
3 1148 0.250601 0.135654
2 1665 0.332993 0.0237388
3 1665 0.36389 0.0400896
2 1666 0.344472 0.0236605
3 1666 0.272743 0.0401056
2 1667 0.127987 -0.0449198
3 1667 0.100363 -0.0306732
2 1668 0.259498 -0.166952
3 1668 0.227854 -0.149319
2 1669 -0.0198845 0.0275106
3 1669 -0.038958 0.037793
2 1670 0.128981 0.25522
3 1670 0.098557 0.267421
2 1671 -0.192018 0.0563272
3 1671 -0.237993 0.065823
2 1672 0.143774 -0.0288161
3 1672 0.128151 -0.0139442
2 1673 0.297338 -0.039358
3 1673 0.270903 -0.0235179
3 1185 -0.41573 0.0467072
2 1237 0.131062 0.309938
2 1659 0.127501 0.0326697
2 1674 -0.0701828 0.0147248
3 1674 -0.0768666 0.0271812
2 1675 -0.145212 0.0276673
3 1675 -0.18511 0.036775
2 329 0.336967 0.176787
2 1676 0.550505 -0.219113
3 1676 0.444058 -0.19533
3 1105 -0.133762 -0.325796
2 1677 0.152162 0.0876045
3 1677 0.106859 0.101615
2 1678 0.104102 -0.115892
3 1678 0.0778016 -0.102521
2 1679 0.0958676 0.2963
3 1679 0.070802 0.306857
2 1680 -0.0257493 0.123171
3 1680 -0.0581063 0.133777
2 1681 -0.00382661 0.0733076
3 1681 -0.0377682 0.0858598
2 1682 -0.108036 -0.0520623
3 1682 -0.124613 -0.0408403
2 1683 -0.255351 0.138335
3 1683 -0.30846 0.146232
3 1068 0.251533 0.182398
2 1056 -0.0332776 0.0960762
2 1680 -0.0255568 0.121906
2 1684 0.488854 -0.235199
3 1684 0.381673 -0.212704
2 1685 0.123039 0.140463
3 1685 0.0855539 0.153836
2 1686 0.20334 0.12562
3 1686 0.16922 0.139726
2 1687 -0.502569 0.0411671
3 1687 -0.413944 0.0460245
2 1688 -0.0783063 -0.118179
3 1688 -0.104159 -0.103738
2 1689 0.1228 0.0362135
3 1689 0.0963102 0.0501045
2 1690 -0.386894 0.0392747
3 1690 -0.367848 0.0464086
2 1691 0.0991213 -0.0253559
3 1691 0.0720696 -0.0116622
2 1692 0.0862282 -0.0812747
3 1692 0.112141 -0.0692166
2 1209 -0.00582803 0.120467
2 1693 0.203065 -0.310385
3 1693 0.182655 -0.292982
2 1694 0.127214 0.259673
3 1694 0.0987998 0.272156
2 1695 0.120203 0.259844
3 1695 0.0914746 0.271208
2 1696 0.160918 0.188875
3 1696 0.135257 0.201945
2 1697 0.0592525 0.129835
3 1697 -0.00106239 0.140553
2 1698 -0.0534679 0.13961
3 1698 -0.0781239 0.150309
2 1699 0.0225021 -0.134467
3 1699 0.14996 -0.128984
2 1700 -0.00855774 0.110389
3 1700 -0.0420782 0.121959
2 1701 -0.314822 0.038579
3 1701 -0.314416 0.0450474
2 1640 0.290525 0.0254576
2 1684 0.479575 -0.236094
3 564 -0.0653442 0.139952
2 1702 -0.345794 0.0391287
3 1702 -0.462884 0.0479289
3 585 0.163535 -0.274401
2 1185 -0.480798 0.0409763
2 1250 0.173166 0.223689
2 1703 0.368275 0.0284996
3 1703 0.442619 0.0445255
2 1704 0.473154 -0.342762
3 1704 0.158357 -0.300254
3 556 -0.0661516 0.185675
2 1705 -0.057695 -0.057219
3 1705 -0.0782126 -0.0444575
2 1706 0.06235 0.0915293
3 1706 0.00322552 0.102723
3 1173 -0.382239 0.0450507
2 1707 -0.498703 0.0475727
3 1707 -0.321237 0.0518611
3 1102 0.453733 -0.309864
2 1708 -0.175096 0.0804411
3 1708 -0.225382 0.0908146
2 1709 0.296576 -0.028064
3 1709 0.268215 -0.0123334
2 1710 -0.459187 0.0457704
3 1710 -0.553137 0.0532374
2 1711 0.137647 -0.227438
3 1711 0.113401 -0.209992
2 1674 -0.0555837 0.0154139
2 1712 0.0975881 -0.131336
3 1712 0.0710564 -0.117715
2 1713 -0.170016 0.0775148
3 1713 -0.218387 0.0868306
2 1646 0.41348 0.0228782
2 1714 0.170018 0.214263
3 1714 0.139223 0.227984
2 1703 0.443654 0.0273714
2 1715 0.132577 0.198516
3 1715 0.100915 0.21119
3 603 -0.0960002 -0.0548999
2 1716 -0.232837 0.0431193
3 1716 -0.309125 0.0527749
2 1717 0.521429 0.0208145
3 1717 0.440113 0.0388613
2 1646 0.436223 0.0226427
2 1718 0.126214 0.0287069
3 1718 0.103912 0.0435994
2 1719 -0.382198 0.0374216
3 1719 -0.413763 0.0455044
2 1720 0.0986847 0.285289
3 1720 -0.0323603 0.293057
2 1691 0.0976018 -0.0239147
2 1721 -0.13943 0.0163955
3 1721 -0.180371 0.0280944
2 1722 0.0363262 0.00380046
3 1722 -0.00848549 0.0168882
2 1716 -0.229924 0.0422513
2 1723 -0.27178 0.175549
3 1723 -0.325068 0.179953
2 1185 -0.565205 0.0435261
3 1047 0.136407 0.229755
2 1185 -0.482785 0.0412075
2 1724 0.40528 0.0317707
3 1724 0.468804 0.0478275
2 1725 0.130497 0.291207
3 1725 0.103145 0.302806
2 1726 0.0510179 -0.155188
3 1726 0.0274979 -0.139294
3 1189 -0.437854 0.0522885
2 664 -0.445328 0.0464376
2 1727 -0.139969 0.0636309
3 1727 -0.185458 0.0735966
2 1728 -0.483941 0.0426165
3 1728 -0.242284 0.046075
2 1729 -0.035283 0.0140691
3 1729 -0.0752612 0.026984
2 1730 0.0691169 -0.101138
3 1730 0.0423391 -0.0857446
2 1731 0.143205 0.305953
3 1731 0.118027 0.31779
2 1732 0.0886689 0.231181
3 1732 0.060082 0.242515
2 1185 -0.227121 0.0362098
2 1733 -0.318289 0.0445061
3 1733 -0.418883 0.0542613
2 1734 0.0404045 0.10028
3 1734 -0.0156229 0.111209
2 1735 -0.511801 0.0481102
3 1735 -0.456285 0.0537368
2 1736 -0.395423 0.0443084
3 1736 -0.502582 0.053211
2 1737 0.125026 0.0271142
3 1737 0.10787 0.0414989
3 504 0.139439 0.228663
2 1189 -0.412357 0.0447569
2 646 0.309447 0.0308392
2 1239 0.0250305 -0.094717
2 1728 -0.256143 0.0371701
2 1738 0.131888 0.118277
3 1738 0.091596 0.131697
2 1706 0.0597453 0.089699
3 1165 0.385216 -0.289184
2 1185 -0.488002 0.0414648
2 1185 -0.567364 0.0440264
2 1739 0.441126 0.0202553
3 1739 0.386099 0.0375695
2 1740 -0.131009 0.0366792
3 1740 -0.17884 0.0483818
2 1741 0.404174 0.0182783
3 1741 0.485893 0.034318
2 1742 0.0417926 0.09942
3 1742 -0.0143289 0.112192
2 659 -0.262415 0.0341453
2 1743 -0.193839 0.0978458
3 1743 -0.244992 0.106685
2 1744 -0.30519 0.0443102
3 1744 -0.365581 0.0539427
2 1732 0.0882267 0.231414
2 1261 0.407966 0.0337671
2 1703 0.379595 0.0282074
2 1745 0.0924393 0.230539
3 1745 0.0618003 0.242897
2 1746 0.0165304 0.0831831
3 1746 -0.034563 0.093846
2 1747 0.191454 0.119737
3 1747 0.153319 0.134027
3 593 0.122078 0.141945
2 1266 -0.205508 0.0410552
2 1244 0.16528 -0.0111348
2 1748 0.207762 -0.119024
3 1748 0.17651 -0.102744
2 1749 0.351158 0.0186708
3 1749 0.371158 0.0351272
2 1733 -0.260054 0.0447136
2 1739 0.442629 0.0191384
2 1750 0.481824 -0.348294
3 1750 0.447417 -0.32898
2 1253 0.476023 0.0215114
2 1710 -0.542233 0.0471425
2 1751 0.0606175 0.044578
3 1751 0.00808841 0.058597
3 419 0.136963 0.0756678
2 1736 -0.276833 0.0420747
2 1200 -0.528181 0.0496144
2 1752 -0.494421 0.0507402
3 1752 -0.359521 0.0548514
2 1753 0.0998362 -0.116904
3 1753 0.0724513 -0.100917
2 1754 0.316288 -0.195077
3 1754 0.284446 -0.1771
2 1755 -0.310033 0.0383213
3 1755 -0.295342 0.0448189
2 1756 -0.300657 0.0329778
3 1756 -0.36462 0.0429089
2 1733 -0.475083 0.049019
2 1757 0.305443 0.0220543
3 1757 0.362682 0.0360825
2 1758 0.042591 -0.0275215
3 1758 -0.00360333 -0.013298
2 1716 -0.258332 0.0437162
2 1759 0.178291 0.0213002
3 1759 0.153396 0.0364291
3 608 0.122194 0.175613
2 1736 -0.301449 0.0422193
2 1760 0.125697 -0.00458674
3 1760 0.109549 0.00840076
2 1264 -0.30213 0.0439409
2 1703 0.425415 0.0288499
2 1761 0.113824 0.314841
3 1761 0.0869345 0.326088
2 1741 0.430061 0.0176284
3 1178 0.301783 0.0317673
3 1199 0.53979 0.0480214
2 1173 -0.546802 0.0411251
2 1762 0.478394 -0.351416
3 1762 0.445048 -0.333396
2 1763 -0.0719498 0.00549121
3 1763 -0.0933703 0.0161527
2 1764 0.00936164 -0.218533
3 1764 -0.193808 -0.191399
2 1765 0.317523 0.0166211
3 1765 0.40296 0.0317425
2 1674 -0.0558812 0.0146078
2 1766 -0.453854 0.0540879
3 1766 -0.445639 0.061189
2 1767 0.0196711 0.0128916
3 1767 -0.0330401 0.0260672
2 1764 0.00800869 -0.219921
2 1768 0.19164 0.156303
3 1768 0.159939 0.169496
3 1194 -0.342767 0.0551591
2 1769 -0.0153553 0.0135128
3 1769 -0.0532619 0.0267278
2 1765 0.454413 0.0142971
2 1770 0.127032 0.0969117
3 1770 0.0885003 0.109811
2 1771 -0.421081 0.0501782
3 1771 -0.40922 0.056304
2 1772 0.0925993 0.0930804
3 1772 0.0555232 0.10606
2 1257 0.42275 -0.000700094
2 1766 -0.451899 0.0562047
2 1773 -0.470089 0.0493311
3 1773 -0.289519 0.0531701
2 1249 0.439772 0.0329831
2 1703 0.539195 0.0257449
2 1774 0.0537843 0.120783
3 1774 -0.00540857 0.131381
2 1775 0.542726 0.0092001
3 1775 0.551989 0.0281641
2 1767 0.00272834 0.0126524
2 1765 0.476157 0.013848
2 1257 0.421459 -0.000366681
2 649 0.47486 0.00857662
2 1776 -0.43947 0.0348759
3 1776 -0.529721 0.0430244
2 1739 0.415948 0.020161
2 668 -0.513427 0.0530462
2 649 0.542765 0.00723181
2 1765 0.457967 0.0137232
2 1777 0.509 0.029288
3 1777 0.536638 0.0474664
2 643 0.377351 0.0333041
2 668 -0.403882 0.0495257
2 1777 0.540478 0.0279332
2 1778 -0.442503 -0.0120077
3 1778 -0.413252 -0.00415458
2 1779 0.309669 0.0343451
3 1779 0.280391 0.0500721
2 1777 0.543824 0.0280157
2 1780 0.498817 -0.244669
3 1780 0.394681 -0.221227
2 1781 0.323208 0.0322186
3 1781 0.303996 0.0489562
2 1782 0.337676 0.0174845
3 1782 0.303339 0.0343661
2 1783 -0.374238 0.0341537
3 1783 -0.38525 0.0413086
3 463 -0.0285923 -0.070016
2 1784 -0.417428 0.0530269
3 1784 -0.522606 0.0614055
2 1785 -0.41175 0.0465997
3 1785 -0.56648 0.0560113
2 1178 0.303291 0.0163769
2 1786 -0.320984 0.0476088
3 1786 -0.32719 0.0565129
2 1787 -0.515913 0.0365154
3 1787 -0.568132 0.0429995
2 1788 0.560141 0.0245818
3 1788 0.501802 0.0442067
2 1788 0.497142 0.026291
2 1789 0.513503 0.0135624
3 1789 0.509656 0.0316086
2 1790 0.323545 0.036924
3 1790 0.495601 0.0503075
2 1198 0.516554 0.0148135
2 1710 -0.219759 0.040659
2 1789 0.517963 0.0135654
2 649 0.426244 0.0112312
2 1259 -0.343371 0.0342356
2 1249 0.5514 0.0313094
2 1785 -0.405649 0.0480138
2 649 0.45546 0.00972953
4 466 0.122674 0.127613
2 22 -0.0778668 -0.0060854
4 468 -0.1159 0.0844045
4 1489 -0.119323 0.159941
4 1495 0.114843 0.119024
4 27 0.180555 0.0706013
4 20 0.0958019 0.156546
4 476 0.0811813 0.151064
2 1791 0.0543659 -0.232665
4 1791 0.0154173 -0.200865
4 992 0.108218 0.153464
2 1792 0.166504 0.139276
4 1792 0.0848714 0.162102
4 1511 0.204514 0.0542892
4 37 0.0929196 0.17904
4 1515 0.104982 0.17463
4 1520 -0.118434 0.00538991
4 503 0.121655 -0.370507
4 1523 -0.163965 0.00899473
4 1525 -0.0716921 0.0433463
4 1527 0.176922 0.090737
4 105 -0.102032 0.085611
4 1528 0.0242461 0.263883
4 1531 -0.128358 0.0774337
4 1058 -0.103432 0.0432273
2 1531 -0.0663666 0.0636323
4 1050 -0.0850806 -0.276287
2 1793 0.26514 -0.213286
4 1793 0.15907 -0.199189
4 1538 -0.139551 -0.0576145
4 1540 0.0468112 0.103949
4 1235 -0.266408 0.0491501
4 493 -0.118536 0.104528
4 161 0.193331 0.0628551
2 1794 0.107654 0.247057
4 1794 0.0390692 0.264848
2 1795 0.0951492 0.146445
4 1795 0.0112855 0.167475
4 145 -0.228859 -0.0650859
2 1796 -0.0763685 -0.32028
4 1796 -0.0940833 -0.287562
4 1556 0.104907 0.239699
4 79 0.0948443 0.191188
4 1558 -0.245393 0.064991
4 1556 0.103719 0.240456
2 1797 0.178095 0.0881022
4 1797 0.0972173 0.112487
4 517 0.0664031 0.222291
4 165 -0.124877 -0.0601213
4 1561 -0.262289 0.0519157
2 1798 0.190295 0.145989
4 1798 0.120797 0.167351
2 1799 -0.0634234 0.0716299
4 1799 -0.125057 0.0870274
4 1566 -0.152899 0.0747494
4 1572 0.0374016 0.237144
4 1575 -0.228009 0.0570912
4 507 0.0431665 0.0912726
4 319 0.105858 0.163887
4 1592 0.060062 0.226525
2 1800 -0.0984245 -0.324451
4 1800 -0.113353 -0.292066
4 1597 0.0595566 0.226402
2 1801 0.13414 0.188902
4 1801 0.057745 0.208361
2 1802 0.101621 0.134989
4 1802 0.020618 0.155633
4 1602 0.0392173 0.217924
4 1499 0.115569 0.0583867
2 1803 -0.0917396 -0.314312
4 1803 -0.108799 -0.281514
2 1804 -0.185548 0.0436358
4 1804 -0.289818 0.0534523
4 1608 0.0581678 0.272739
2 1805 0.143396 0.090183
4 1805 0.0490551 0.114438
4 1612 0.0318637 0.228274
4 1032 0.0561768 0.216643
4 235 -0.0204598 0.267685
4 241 -0.25043 -0.0631108
2 1806 -0.0906772 -0.13605
4 1806 -0.0361875 -0.0982448
2 1807 0.186753 0.098192
4 1807 0.105291 0.121623
4 1621 -0.151599 0.0840663
2 1808 0.249387 -0.157935
4 1808 0.180388 -0.126227
4 1630 0.0228423 0.235813
4 1640 0.271121 0.05496
2 1809 0.0972837 0.218602
4 1809 0.0250514 0.236045
4 1642 0.207449 0.0641664
2 1810 0.188554 -0.0968172
4 1810 -0.165943 -0.134597
4 1646 0.527347 0.0583023
2 1811 -0.246177 0.103929
4 1811 -0.358921 0.113074
2 1812 0.0294141 0.00223156
4 1812 0.210296 0.0326572
4 1125 -0.100532 -0.300731
4 1087 0.0763456 0.0614878
2 1813 -0.0541407 -0.313059
4 1813 -0.0804046 -0.283713
2 1814 -0.160077 0.0311547
4 1814 -0.253125 0.0411966
4 287 -0.0856002 -0.0955859
4 1661 0.127482 0.149987
2 1815 -0.276138 0.141227
4 1815 -0.401843 0.154305
2 1816 0.149201 0.0855993
4 1816 0.0665185 0.109975
4 1667 0.0673942 -0.0214219
4 315 -0.188627 -0.0886037
4 1185 -0.480437 0.0396281
4 1113 -0.00669275 0.0285739
2 1817 0.0593885 0.0113518
4 1817 0.0110663 0.0335262
4 288 0.139628 0.0208604
4 1690 -0.35964 0.0423788
2 1818 0.0270014 -0.178189
4 1818 -0.0175502 -0.151515
4 248 0.0838002 -0.26173
4 1640 0.277291 0.0541658
2 1819 0.0429995 -0.14691
4 1819 -0.00538395 -0.120956
2 1820 0.12357 0.137893
4 1820 0.0436293 0.159292
4 1710 -0.563294 0.0450217
2 716 -0.339281 0.0331797
2 1821 0.144008 0.00474719
4 1821 0.0944169 0.0299909
4 1646 0.368717 0.0561699
2 1822 0.123062 -0.0314786
4 1822 0.0680585 -0.00600419
2 1823 0.199676 0.13383
4 1823 0.123051 0.157534
2 1824 0.399557 0.0284844
4 1824 0.318768 0.0626855
2 1825 0.133448 -0.0862157
4 1825 -0.0123955 -0.0777428
4 1691 0.0391331 -0.00114628
4 1721 -0.227025 0.0285516
4 1716 -0.390189 0.049089
2 1826 -0.247645 0.0414946
4 1826 -0.536512 0.0472761
4 664 -0.429909 0.0467909
2 1827 0.151817 0.0300566
4 1827 -0.0905588 0.0560113
4 1733 -0.353704 0.0497581
2 1823 0.197253 0.135409
4 1736 -0.40042 0.04646
2 1828 0.468845 0.0192088
4 1828 0.422264 0.0541457
2 1829 0.549422 0.02646
4 1829 0.486723 0.0634528
2 700 -0.366935 0.049457
4 1741 0.391574 0.0514505
2 1710 -0.547103 0.0496013
2 1830 -0.307342 0.0437488
4 1830 -0.43499 0.0492032
4 659 -0.3918 0.0394555
4 1744 -0.431048 0.0490328
4 589 -0.440146 0.0474584
4 456 0.134288 0.035601
2 1831 0.0288944 -0.195883
4 1831 -0.0128698 -0.168264
2 694 0.00632874 -0.222612
4 601 0.172052 -0.292623
2 703 0.372069 0.0369317
4 1716 -0.41843 0.0490586
4 1736 -0.471178 0.0455184
4 1741 0.444118 0.0526481
4 1199 0.429509 0.0623114
2 418 0.390057 0.0177227
2 1824 0.362013 0.0331481
4 1765 0.539145 0.0514582
2 1741 0.45666 0.0165584
4 1769 -0.0956501 0.0315353
2 1832 -0.124199 -0.35621
4 1832 -0.128642 -0.321626
2 1178 -0.205426 0.0297762
2 1833 0.13451 -0.21177
4 1833 0.141437 -0.158144
2 1741 0.411901 0.0183411
4 1785 -0.469171 0.0480191
4 1786 -0.432738 0.0513998
2 1834 0.313161 0.0128088
4 1834 0.394446 0.0460488
2 1834 0.314312 0.0135934
4 1198 0.524785 0.0533736
2 1835 0.505507 0.0288165
4 1835 0.464917 0.0635432
2 688 -0.223675 0.0303747
2 701 -0.525329 0.0341898
5 2 0.231202 -0.103953
5 974 0.225264 -0.0698043
2 1836 0.128892 -0.25391
5 1836 0.0935175 -0.267128
5 13 0.220246 -0.0696052
5 479 0.0852486 -0.221147
5 1496 0.193581 -0.0717501
2 1837 0.275185 0.0252545
5 1837 0.18854 0.0418273
5 1507 0.0396143 0.0172519
5 1499 -0.071223 0.0307482
5 1510 0.108327 -0.0208345
5 1207 -0.0877782 0.240653
5 1511 0.168616 0.0449598
2 1838 0.0954854 0.109418
5 1838 0.0168848 0.118228
5 1025 0.284969 -0.225379
2 1838 0.0943825 0.108758
2 1839 0.0984062 0.200613
5 1839 -0.0153156 0.195294
2 1840 0.00645926 0.142056
5 1840 -0.102422 0.131904
2 1841 -0.0622901 -0.106262
5 1841 -0.11825 -0.137372
5 492 0.0451719 0.217812
5 1028 -0.0287523 0.177516
5 1798 0.080766 0.150486
5 1570 0.21509 -0.0176065
2 1842 0.0891648 -0.259818
5 1842 0.0668717 -0.293174
5 1572 -0.00180779 0.215341
5 181 -0.135128 0.145149
5 1592 0.0212487 0.205466
2 1843 -0.191468 0.0616314
5 1843 -0.199598 -0.21707
5 1035 0.0170368 0.18459
2 1836 -0.0901175 -0.047882
5 1602 -0.00118861 0.196354
5 1061 0.0379447 0.198774
5 1804 -0.315922 0.0227066
2 1844 0.428049 -0.260217
5 1844 -0.310514 0.0377973
5 1612 -0.005737 0.207115
5 1032 0.016273 0.195134
2 1845 0.0246025 -0.0354008
5 1845 0.0396776 -0.0654102
2 1846 -0.0510066 -0.154931
5 1846 -0.176581 -0.0986642
2 1847 -0.0576149 -0.310698
5 1847 -0.153084 -0.241456
5 1640 0.291938 0.048025
5 1809 -0.0131961 0.213839
5 1093 0.237814 -0.00291788
5 1812 -0.0308679 -0.000785289
2 1848 -0.0553676 0.152588
5 1848 -0.00827787 0.282017
2 1849 0.386814 0.0224541
5 1849 0.398181 0.0541912
2 1850 0.0395744 0.00746778
5 1850 0.156694 -0.00718943
2 1851 -0.144198 0.0198574
5 1851 0.0671686 -0.133491
5 1671 -0.108055 -0.324237
5 288 0.114192 0.00684044
2 1852 0.126124 0.251792
5 1852 -0.0400187 0.208226
5 1693 -0.45419 0.156845
5 278 -0.0872201 -0.258769
5 534 -0.0597794 0.116708
2 1853 0.29843 -0.207564
5 1853 0.0914672 -0.127925
5 1703 0.512929 0.0673804
5 1646 0.480354 0.059556
5 1824 0.40265 0.0612897
2 1854 -0.0310564 0.133725
5 1854 -0.126788 0.128719
2 1855 0.184203 -0.31783
5 1855 -0.419733 0.137799
2 739 0.475946 0.0164738
5 1728 -0.470061 0.00983817
2 1856 0.175216 -0.0810673
5 1856 0.0821389 -0.0669176
5 1829 0.554429 0.0704363
2 1857 0.100288 -0.0447824
5 1857 0.070698 -0.0528772
5 1741 0.405887 0.0491876
2 1858 0.217359 -0.331435
5 1858 0.162608 -0.314896
5 1710 -0.378301 0.017553
2 705 0.335934 0.0295728
5 456 0.107743 0.0213988
5 1831 -0.312758 0.0564237
2 1859 0.178357 -0.317472
5 1859 0.126923 -0.308251
5 1200 0.430571 0.0638548
5 1741 0.509213 0.0550572
5 1178 0.335045 0.0416189
5 418 0.379338 0.0479254
2 1855 0.176377 -0.308247
2 1860 -0.309573 0.0362445
5 1860 -0.370021 0.0124919
2 1313 -0.561274 0.0477246
5 1771 -0.385014 0.0190518
2 1861 0.191059 -0.302161
5 1861 0.138412 -0.294385
2 1862 0.166246 -0.299322
5 1862 0.129402 -0.30538
2 1863 -0.421988 0.0527031
5 1863 -0.382343 0.0206032
2 1864 0.537709 0.0271182
5 1864 0.543396 0.070624
5 617 -0.0485523 -0.0448434
5 1779 0.421482 0.0651582
2 740 -0.474204 0.0512296
2 1865 0.354063 0.0323298
5 1865 0.34837 0.0594539
5 1786 -0.368665 0.0215634
5 1168 -0.531552 0.0131115
2 1866 -0.171182 0.0296431
5 1866 0.138847 -0.292762
2 1867 0.0335767 -0.177897
5 1867 -0.305524 0.0469915
2 1868 0.0161525 0.107172
6 1868 0.0454926 0.116229
6 474 -0.0867864 0.0834422
2 1869 0.120147 0.0874201
6 1869 -0.029365 0.0889109
2 1870 0.119064 -0.137325
6 1870 0.068288 -0.124264
6 992 0.055799 0.143135
2 1871 0.259048 0.0808846
6 1871 0.225725 0.115279
6 1014 0.048474 0.124755
6 1019 -0.102959 0.168309
2 1872 0.130598 -0.12182
6 1872 0.0853812 -0.106807
2 1019 -0.0509051 0.17664
6 1042 -0.0350763 0.100406
2 1873 -0.224824 -0.261734
6 1873 0.340656 -0.252825
6 1079 0.00197212 0.119077
6 1574 0.293809 -0.238258
2 1874 -0.225086 -0.26069
